ID,Name,Development,BT,BP,BM,Trade good,Trade node,Modifiers,Type,Continent,Superregion,Region,Area
2991,Forcalquier,8,3,3,2,,Genoa,,Land,Europe,Western Europe,France,Provence
2992,Albenga,13,6,6,1,,Genoa,,Land,Europe,Western Europe,Italy,Liguria
2993,Uckermark,8,4,3,1,,Saxony,,Land,Europe,Western Europe,North Germany,Mittelmark
2994,Wolgast,7,3,2,2,,Lübeck,,Land,Europe,Western Europe,North Germany,Vorpommern
2995,Stolp,5,2,2,1,,Lübeck,,Land,Europe,Western Europe,North Germany,Hinterpommern
2996,Wismar,6,2,2,2,,Lübeck,,Land,Europe,Western Europe,North Germany,Mecklenburg
2997,Tuchola,10,3,4,3,,Baltic Sea,,Land,Europe,Eastern Europe,Baltic,West Prussia
2998,Buzau,10,4,4,2,,Pest,,Land,Europe,Eastern Europe,Carpathia,Wallachia
2999,Hormuz,7,3,3,1,,Hormuz,Entrepot,Land,Asia,Persia,Persia,Mogostan
3000,Nis,7,3,3,1,,Ragusa,,Land,Europe,Eastern Europe,Balkans,Serbia
3001,Skopje,8,2,4,2,,Ragusa,,Land,Europe,Eastern Europe,Balkans,Macedonia
3002,Visoki,5,2,2,1,,Ragusa,,Land,Europe,Eastern Europe,Balkans,Bosnia
3003,Euboea,8,3,3,2,,Constantinople,,Land,Europe,Levant,Anatolia,Aegean Archipelago
4020,Comoros,3,1,1,1,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Mozambique
4021,Antankara,4,1,2,1,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Betsimasaraka
4022,Iboina,5,2,2,1,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Sakalava
4023,Tsimihety,3,1,1,1,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Madagascar Highlands
4024,Maroantsetra,5,2,2,1,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Betsimasaraka
4025,Vatomandry,7,3,2,2,,Zanzibar,Natural Harbor,Land,Africa,Southern Africa,East Africa,Betsimasaraka
4026,Antemoro,6,2,2,2,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Southern Madagascar
4027,Betsileo,5,2,1,2,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Madagascar Highlands
4028,Mahafaly,6,2,2,2,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Southern Madagascar
4029,Antanosy,5,2,2,1,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Southern Madagascar
4030,Bara,3,1,1,1,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Southern Madagascar
4031,Antsalova,4,1,2,1,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Sakalava
4032,Fiherana,5,2,1,2,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Sakalava
4033,Al Qadarif,3,1,1,1,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Sennar
4034,Makua,4,1,2,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Makuana
4035,Ngindo,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Makuana
4036,Wayao,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Ruvuma
4037,Katsekera,7,2,3,2,,Zambezi,,Land,Africa,Southern Africa,East Africa,Ruvuma
4038,Lolo,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Shire
4039,Lundu,9,3,2,4,,Zambezi,,Land,Africa,Southern Africa,East Africa,Shire
4040,Kalonga,10,3,3,4,,Zambezi,Market Town,Land,Africa,Southern Africa,East Africa,Shire
4041,Kinga,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Ngonde
4042,Makonde,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Ruvuma
4043,Phangwa,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Ruvuma
4044,Ngonde,5,2,2,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Ngonde
4045,Tumbuka,6,2,2,2,,Zambezi,,Land,Africa,Southern Africa,East Africa,Ngonde
4046,Lala,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Upper Zambezi
4047,Nsenga,4,1,2,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Upper Zambezi
4048,Lomwe,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Makuana
4049,Ibo,5,2,2,1,,Zanzibar,,Land,Africa,Southern Africa,East Africa,Mozambique
4050,Luangwa,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,East Africa,Upper Zambezi
4051,Ewaso Ngiro,3,1,1,1,,Ethiopia,,Land,Africa,Southern Africa,East Africa,Jubba
4052,Dawa,3,1,1,1,,Ethiopia,,Land,Africa,Southern Africa,East Africa,Jubba
4053,Turkana,3,1,1,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Kenya
4054,Kuria,5,2,2,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Kenya
4055,Shamba,3,1,1,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Tanzania
4056,Gogo,3,1,1,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Tanzania
4057,Nyatura,3,1,1,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Tanzania
4058,Zigua,3,1,1,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Tanzania
4059,Shaga,5,2,2,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Buzinza
4060,Kikuyu,3,1,1,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Kenya
4061,Buzinza,6,2,2,2,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Buzinza
4062,Busoga,9,3,3,3,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Uganda
4063,Karagwe,8,3,3,2,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Buzinza
4064,Buganda,12,4,4,4,,Great Lakes,Market Town,Land,Africa,Southern Africa,Central Africa,Uganda
4065,Bunyoro,10,4,3,3,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Bunyoro
4066,Nkore,8,3,3,2,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Uganda
4067,Nduga,11,4,4,3,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Rwanda
4068,Bafuriru,7,2,2,3,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Rwanda
4069,Bushubi,9,3,3,3,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Rwanda
4070,Nkoma,9,3,3,3,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Buha
4071,Buyogoma,5,2,2,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Buha
4072,Ruguru,6,2,2,2,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Buha
4073,Hehe,3,1,1,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Tanzania
4074,Pubungo,4,1,1,2,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Bunyoro
4075,Lango,3,1,1,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Bunyoro
4076,Muhambwe,6,2,2,2,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Buha
4077,Rukwa,5,2,2,1,,Great Lakes,,Land,Africa,Southern Africa,Central Africa,Buha
4078,Mayumba,5,2,1,2,,Ivory Coast,,Land,Africa,Southern Africa,Congo,Kongolese Coast
4079,Ngoyo,7,3,2,2,,Ivory Coast,Congo Estuary,Land,Africa,Southern Africa,Congo,Kongolese Coast
4080,Soyo,11,4,3,4,,Ivory Coast,,Land,Africa,Southern Africa,Congo,Kongolese Coast
4081,Songo,3,1,1,1,,Congo,,Land,Africa,Southern Africa,Congo,Lower Kasai
4082,Kasanje,6,2,2,2,,Congo,,Land,Africa,Southern Africa,Congo,Matamba
4083,Shinje,7,2,2,3,,Congo,,Land,Africa,Southern Africa,Congo,Kasai
4084,Malem,3,1,1,1,,Congo,,Land,Africa,Southern Africa,Congo,Matamba
4085,Yaka,8,3,2,3,,Congo,,Land,Africa,Southern Africa,Congo,Lower Kasai
4086,Nunu,4,1,1,2,,Congo,,Land,Africa,Southern Africa,Congo,Lower Kasai
4087,Kumbana,5,1,2,2,,Congo,,Land,Africa,Southern Africa,Congo,Kasai
4088,Munene,6,2,2,2,,Congo,,Land,Africa,Southern Africa,Congo,Lower Kasai
4089,Kuba,6,2,1,3,,Congo,Emporium,Land,Africa,Southern Africa,Central Africa,Sankuru
4090,Songye,3,1,1,1,,Congo,,Land,Africa,Southern Africa,Central Africa,Sankuru
4091,Mpasu,6,2,2,2,,Congo,,Land,Africa,Southern Africa,Congo,Kasai
4092,Rund,9,3,3,3,,Congo,Emporium,Land,Africa,Southern Africa,Congo,Kasai
4093,Lwena,5,2,2,1,,Congo,,Land,Africa,Southern Africa,Congo,Kasai
4094,Chokwe,4,1,1,2,,Congo,,Land,Africa,Southern Africa,Central Africa,Chokwe
4095,Ishindi,5,2,2,1,,Congo,,Land,Africa,Southern Africa,Central Africa,Chokwe
4096,Kalundwe,6,2,2,2,,Congo,,Land,Africa,Southern Africa,Central Africa,Sankuru
4097,Luba,9,3,3,3,,Congo,Emporium,Land,Africa,Southern Africa,Central Africa,Luba
4098,Upemba,5,2,2,1,,Congo,,Land,Africa,Southern Africa,Central Africa,Shaba
4099,Hemba,7,2,2,3,,Congo,,Land,Africa,Southern Africa,Central Africa,Luba
4100,Luapula,8,3,2,3,,Congo,,Land,Africa,Southern Africa,Central Africa,Shaba
4101,Lualaba,7,2,3,2,,Congo,,Land,Africa,Southern Africa,Central Africa,Shaba
4102,Bemba,3,1,1,1,,Congo,,Land,Africa,Southern Africa,Central Africa,Shaba
4103,Tabwa,6,2,2,2,,Congo,,Land,Africa,Southern Africa,Central Africa,Shaba
4104,Lamba,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,Central Africa,Zambia
4105,Kusu,6,2,2,2,,Congo,,Land,Africa,Southern Africa,Central Africa,Luba
4106,Lenje,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,Central Africa,Zambia
4107,Kanongesha,5,1,2,2,,Congo,,Land,Africa,Southern Africa,Central Africa,Chokwe
4108,Kaonde,3,1,1,1,,Zambezi,,Land,Africa,Southern Africa,Central Africa,Zambia
4109,Lega,6,2,2,2,,Congo,,Land,Africa,Southern Africa,Central Africa,Luba
4110,Sutherland,6,2,2,2,,North Sea,,Land,Europe,Western Europe,Britain,Highlands
4111,Saintonge,10,4,4,2,,Bordeaux,,Land,Europe,Western Europe,France,Poitou
4112,Quercy,9,3,3,3,,Bordeaux,,Land,Europe,Western Europe,France,Guyenne
4113,Rovaniemi,3,1,1,1,,Baltic Sea,,Land,Europe,Western Europe,Scandinavia,Ostrobothnia
4114,Jokkmokk,3,1,1,1,,Baltic Sea,,Land,Europe,Western Europe,Scandinavia,Norrland
4115,Mazyr,6,2,2,2,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Minsk
4116,Oka,9,3,3,3,,Kiev,,Land,Europe,Eastern Europe,Russia,Oka
4117,Bezhetsk,5,2,2,1,,Novgorod,,Land,Europe,Eastern Europe,Russia,Yaroslavl
4118,Cork,6,2,3,1,,North Sea,Natural Harbor,Land,Europe,Western Europe,Britain,Munster
4119,Sligo,8,3,3,2,,North Sea,,Land,Europe,Western Europe,Britain,Connacht
4120,Kildare,9,3,3,3,,North Sea,,Land,Europe,Western Europe,Britain,Leinster
4121,Ulster,8,3,3,2,,North Sea,,Land,Europe,Western Europe,Britain,Ulster
4122,Shenkursk,3,1,1,1,,White Sea,,Land,Europe,Eastern Europe,Russia,Arkhangelsk
4123,Pirkanmaa,3,1,1,1,,Baltic Sea,,Land,Europe,Western Europe,Scandinavia,Finland
4124,Karelia,3,1,1,1,,Novgorod,,Land,Europe,Eastern Europe,Russia,North Karelia
4125,Szolnok,8,3,3,2,,Pest,,Land,Europe,Eastern Europe,Carpathia,Alföld
4126,Bacs,5,2,2,1,,Pest,,Land,Europe,Eastern Europe,Carpathia,Transdanubia
4127,Turda,6,2,2,2,,Pest,Emporium,Land,Europe,Eastern Europe,Carpathia,Northern Transylvania
4128,Királyföld,8,3,3,2,,Pest,,Land,Europe,Eastern Europe,Carpathia,Southern Transylvania
4129,Ust-Vym,3,1,1,1,,White Sea,,Land,Europe,Eastern Europe,Ural,Perm
4130,Somerset,5,2,2,1,,English Channel,,Land,Europe,Western Europe,Britain,Wessex
4131,Mutsu,8,3,3,2,,Nippon,,Land,Asia,Far East,Japan,Tohoku
4132,Mweru,,,,,,,,Lake,,,,
4133,Kivu,,,,,,,,Lake,,,,
4134,Rutanzige,,,,,,,,Lake,,,,
4135,Lake Albert,,,,,,,,Lake,,,,
4136,Zaysan,,,,,,,,Lake,,,,
4137,Alakol,,,,,,,,Lake,,,,
4138,Issyk-Kul,,,,,,,,Lake,,,,
4139,Oulujärvi,,,,,,,,Lake,,,,
4140,Saimaa,,,,,,,,Lake,,,,
4141,Dithmarschen,8,2,3,3,,Lübeck,,Land,Europe,Western Europe,North Germany,Schleswig-Holstein
4142,Østjylland,11,4,4,3,,Lübeck,Natural Harbor,Land,Europe,Western Europe,Scandinavia,North Jutland
4143,Smålenene,8,3,3,2,,Lübeck,,Land,Europe,Western Europe,Scandinavia,Østlandet
4144,Bratsberg,5,2,2,1,,Lübeck,,Land,Europe,Western Europe,Scandinavia,Østlandet
4145,Agdesiden,4,1,2,1,,North Sea,,Land,Europe,Western Europe,Scandinavia,Vestlandet
4146,Langfjella,,,,,,,,Wasteland,Europe,,,
4147,Rostov,8,3,3,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,Vladimir
4148,Luki,4,2,1,1,,Novgorod,,Land,Europe,Eastern Europe,Russia,Pskov
4149,Kolding,8,3,3,2,,Lübeck,,Land,Europe,Western Europe,Scandinavia,North Jutland
4150,Évora,7,3,2,2,,Sevilla,,Land,Europe,Western Europe,Iberia,Alentejo
4151,Enare,3,1,1,1,,White Sea,,Land,Europe,Western Europe,Scandinavia,Laponia
4152,Kainuu,3,1,1,1,,Baltic Sea,,Land,Europe,Western Europe,Scandinavia,Ostrobothnia
4153,The Scandes,,,,,,,,Wasteland,Europe,,,
4154,The Pyrenees,,,,,,,,Wasteland,Europe,,,
4155,The Carpathians,,,,,,,,Wasteland,Europe,,,
4156,The Caucasus,,,,,,,,Wasteland,Europe,,,
4157,The Alps,,,,,,,,Wasteland,Europe,,,
4158,Janjiro,4,1,2,1,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Kaffa
4159,The Alps,,,,,,,,Wasteland,Europe,,,
4160,The Alps,,,,,,,,Wasteland,Europe,,,
4161,The Alps,,,,,,,,Wasteland,Europe,,,
4162,The Alps,,,,,,,,Wasteland,Europe,,,
4163,Elfsborg,4,2,1,1,,Lübeck,Natural Harbor,Land,Europe,Western Europe,Scandinavia,Västra Götaland
4164,Dal,3,1,1,1,,Lübeck,,Land,Europe,Western Europe,Scandinavia,Västra Götaland
4165,Göinge,9,3,3,3,,Lübeck,,Land,Europe,Western Europe,Scandinavia,Skåneland
4166,Tiohärad,3,1,1,1,,Baltic Sea,,Land,Europe,Western Europe,Scandinavia,Östra Götaland
4167,High Atlas,,,,,,,,Wasteland,Africa,,,
4168,High Atlas,,,,,,,,Wasteland,Africa,,,
4169,Aures,,,,,,,,Wasteland,Africa,,,
4170,Zagros,,,,,,,,Wasteland,Asia,,,
4171,Abarquh,3,1,1,1,,Persia,,Land,Asia,Persia,Persia,Isfahan
4172,Zagros,,,,,,,,Wasteland,Asia,,,
4173,Syrmia,5,2,2,1,,Pest,,Land,Europe,Eastern Europe,Balkans,Slavonia
4174,Durrës,5,2,2,1,,Ragusa,Natural Harbor,Land,Europe,Eastern Europe,Balkans,Albania
4175,Lezhë,6,2,2,2,,Ragusa,,Land,Europe,Eastern Europe,Balkans,Albania
4176,Branicevo,7,3,3,1,,Ragusa,,Land,Europe,Eastern Europe,Balkans,Serbia
4177,Alborz,,,,,,,,Wasteland,Asia,,,
4178,Pontic Mountains,,,,,,,,Wasteland,Europe,,,
4179,Hakkari Mountains,,,,,,,,Wasteland,Asia,,,
4180,Hyuga,7,3,2,2,,Nippon,,Land,Asia,Far East,Japan,Southern Kyushu
4181,Higo,8,2,3,3,,Nippon,,Land,Asia,Far East,Japan,Southern Kyushu
4182,Hizen,9,5,2,2,,Nippon,,Land,Asia,Far East,Japan,Northern Kyushu
4183,Iwami,8,4,2,2,,Nippon,,Land,Asia,Far East,Japan,San'indo
4184,Bizen,7,3,2,2,,Nippon,,Land,Asia,Far East,Japan,Sanyodo
4185,Tango,7,3,2,2,,Nippon,,Land,Asia,Far East,Japan,San'indo
4186,Iyo,7,3,2,2,,Nippon,,Land,Asia,Far East,Japan,Shikoku
4187,Kii,7,2,3,2,,Nippon,,Land,Asia,Far East,Japan,Kinai
4188,Shinano,6,2,2,2,,Nippon,,Land,Asia,Far East,Japan,Eastern Chubu
4189,Sagami,8,3,2,3,,Nippon,,Land,Asia,Far East,Japan,Western Kanto
4190,Shimousa,5,2,1,2,,Nippon,,Land,Asia,Far East,Japan,Eastern Kanto
4191,Shimotsuke,6,2,2,2,,Nippon,,Land,Asia,Far East,Japan,Eastern Kanto
4192,Ugo,6,2,2,2,,Nippon,,Land,Asia,Far East,Japan,Tohoku
4193,Oshima,3,1,1,1,,Nippon,,Land,Asia,Far East,Japan,Hokkaido
4194,Yongping,8,3,3,2,,Beijing,,Land,Asia,China,North China,North Hebei
4195,Zhending,6,2,2,2,,Beijing,,Land,Asia,China,North China,South Hebei
4196,Haizhou,8,3,3,2,,Hangzhou,Huang He Estuary,Land,Asia,China,North China,North Jiangsu
4197,Huangzhou,5,2,2,1,,Xi'an,,Land,Asia,China,South China,Hubei
4198,Fengxiang,5,2,2,1,,Xi'an,,Land,Asia,China,North China,Shaanxi
4199,Tongren,3,1,1,1,,Canton,,Land,Asia,China,Xinan,Yun-Gui Hinterland
4200,Hulan,5,1,2,2,,Girin,,Land,Asia,Far East,Manchuria,Central Heilongjiang
4201,Jianzhou,10,4,3,3,,Girin,Paektu Mountain,Land,Asia,Far East,Manchuria,South Jilin
4202,Taining,5,2,2,1,,Girin,,Land,Asia,Tartary,Mongolia,Eastern Mongolia
4203,Ju Ud,7,3,2,2,,Girin,,Land,Asia,Tartary,Mongolia,Chahar
4204,Anding,4,1,1,2,,Lhasa,,Land,Asia,Tartary,Tibet,Amdo
4205,Nagchu,3,1,1,1,,Lhasa,,Land,Asia,Tartary,Tibet,U
4206,Balikul,3,1,1,1,,Yumen,,Land,Asia,Tartary,Mongolia,Turpan-Kumul
4207,Turpan,8,3,3,2,,Yumen,,Land,Asia,Tartary,Mongolia,Turpan-Kumul
4208,Qurqara-usu,5,2,2,1,,Yumen,,Land,Asia,Tartary,Mongolia,South Dzungaria
4209,Maralbexi,5,2,2,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Kashgaria
4210,Yangi Hissar,5,2,2,1,,Samarkand,,Land,Asia,Tartary,Central Asia,Kashgaria
4211,Dazhou,5,2,2,1,,Chengdu,,Land,Asia,China,Xinan,Chuanbei
4212,Jiazhou,7,3,2,2,,Chengdu,,Land,Asia,China,Xinan,Sichuan
4213,Luzhou,6,2,2,2,,Chengdu,,Land,Asia,China,Xinan,Chuannan
4214,Ulch,3,1,1,1,,Girin,,Land,Asia,Far East,Manchuria,North Ilin Hala
4215,Fudali,3,1,1,1,,Girin,,Land,Asia,Far East,Manchuria,North Ilin Hala
4216,Oroch,3,1,1,1,,Girin,,Land,Asia,Far East,Manchuria,North Ilin Hala
4217,Pijin,6,2,2,2,,Girin,,Land,Asia,Far East,Manchuria,South Ilin Hala
4218,Buteha,3,1,1,1,,Girin,,Land,Asia,Tartary,Mongolia,Cicigar
4219,Bayan Tumen,4,1,1,2,,Yumen,,Land,Asia,Tartary,Mongolia,Xilin Gol
4220,Khiagt,7,2,2,3,,Yumen,,Land,Asia,Tartary,Mongolia,Outer Mongolia
4221,Dundgovi,3,1,1,1,,Yumen,,Land,Asia,Tartary,Mongolia,Gobi
4222,Ulaangom,4,1,1,2,,Yumen,,Land,Asia,Tartary,Mongolia,Kobdo
4223,Hetao,4,1,1,2,,Xi'an,,Land,Asia,Tartary,Mongolia,Ordos
4224,Tokai Sea,,,,,,,,Inland sea,,West Pacific,East China Sea,Philipine Sea
4225,Hokkaido Coast,,,,,,,,Sea,,West Pacific,East China Sea,Sea of Japan
4226,Japan Basin,,,,,,,,Inland sea,,West Pacific,East China Sea,Sea of Japan
4227,Jinju,9,4,3,2,,Nippon,,Land,Asia,Far East,Korea,Eastern Korea
4228,Naju,8,3,3,2,,Nippon,,Land,Asia,Far East,Korea,Southern Korea
4229,Chungju,6,3,2,1,,Nippon,,Land,Asia,Far East,Korea,Southern Korea
4230,Suwon,7,3,3,1,,Nippon,,Land,Asia,Far East,Korea,Western Korea
4231,Haeju,5,2,2,1,,Nippon,,Land,Asia,Far East,Korea,Western Korea
4232,Ganggye,5,2,2,1,,Nippon,,Land,Asia,Far East,Korea,Pyongan
4233,Bohai Sea,,,,,,,,Inland sea,,West Pacific,East China Sea,East China Sea
4234,Western Yellow Sea,,,,,,,,Inland sea,,West Pacific,East China Sea,East China Sea
4235,Vistula Lagoon,,,,,,,,Lake,,,,
4236,Trencin,6,2,3,1,,Pest,,Land,Europe,Eastern Europe,Carpathia,Slovakia
4237,Olomouc,8,3,3,2,,Wien,,Land,Europe,Western Europe,North Germany,Moravia
4238,Liegnitz,10,4,4,2,,Krakow,,Land,Europe,Eastern Europe,Poland,Silesia
4239,Belgrade,10,4,4,2,,Ragusa,Emporium,Land,Europe,Eastern Europe,Balkans,Serbia
4240,Fejér,8,3,3,2,,Pest,,Land,Europe,Eastern Europe,Carpathia,Transdanubia
4241,Wenden,6,2,2,2,,Baltic Sea,,Land,Europe,Eastern Europe,Baltic,Livonia
4242,Ula,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Minsk
4243,Toropets,5,2,2,1,,Novgorod,,Land,Europe,Eastern Europe,Russia,Tver
4244,Trubchevsk,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Smolensk
4245,Vyazma,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Smolensk
4246,Mstislav,3,1,1,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,White Ruthenia
4247,Owrucz,4,1,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,West Dniepr
4248,Kashin,7,3,3,1,,Novgorod,,Land,Europe,Eastern Europe,Russia,Tver
4249,Zubtsov,5,2,2,1,,Novgorod,,Land,Europe,Eastern Europe,Russia,Tver
4250,Mologa,6,2,2,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,Yaroslavl
4251,Mozhaisk,8,3,3,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,Moscow
4252,Kolomna,6,2,2,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,Moscow
4253,Yuriev,8,3,3,2,,Novgorod,Emporium,Land,Europe,Eastern Europe,Russia,Vladimir
4254,Starodub,7,3,2,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,Suzdal
4255,Pronsk,6,2,2,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,Ryazan
4256,Solvychegodsk,3,1,1,1,,White Sea,,Land,Europe,Eastern Europe,Russia,Arkhangelsk
4257,Mezen,3,1,1,1,,White Sea,,Land,Europe,Eastern Europe,Russia,Arkhangelsk
4258,Onega,3,1,1,1,,White Sea,,Land,Europe,Eastern Europe,Russia,Pomorye
4259,Velsk,3,1,1,1,,Novgorod,,Land,Europe,Eastern Europe,Russia,Beloozero
4260,Vyshny Volochyok,6,2,2,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,Novgorod
4261,Ustyuzhna,5,2,2,1,,Novgorod,,Land,Europe,Eastern Europe,Russia,Beloozero
4262,Totma,3,1,1,1,,White Sea,,Land,Europe,Eastern Europe,Russia,Vologda
4263,Sol Galitskaya,3,1,1,1,,White Sea,,Land,Europe,Eastern Europe,Russia,Vologda
4264,Tetyushi,6,2,2,2,,Kazan,,Land,Europe,Eastern Europe,Ural,Kazan
4265,Ar-Chally,6,2,2,2,,Kazan,,Land,Europe,Eastern Europe,Ural,Volga
4266,Izhkar,5,2,1,2,,Kazan,,Land,Europe,Eastern Europe,Ural,Kama
4267,Bolgar,6,2,2,2,,Kazan,,Land,Europe,Eastern Europe,Ural,Volga
4268,Aqabah,3,1,1,1,,Alexandria,,Land,Asia,Levant,Arabia,Tabuk
4269,Al Wajh,3,1,1,1,,Alexandria,,Land,Asia,Levant,Arabia,Tabuk
4270,Azraq,4,1,1,2,,Aleppo,,Land,Asia,Levant,Mashriq,Syrian Desert
4271,Suwayda,3,1,1,1,,Aleppo,,Land,Asia,Levant,Mashriq,Syrian Desert
4272,Al Jawf,4,1,1,2,,Basra,,Land,Asia,Levant,Arabia,An Nafud
4273,Al-Kariatan,3,1,1,1,,Basra,,Land,Asia,Levant,Arabia,al-Qasim
4274,Sudayr,5,2,1,2,,Basra,,Land,Asia,Levant,Arabia,al-Qasim
4275,Al-Yamamah,4,1,1,2,,Basra,,Land,Asia,Levant,Arabia,al-Yamamah
4276,Jabal Tubaiq,,,,,,,,Wasteland,Asia,,,
4277,Taif,7,2,3,2,,Alexandria,,Land,Asia,Levant,Arabia,Mecca
4278,Qunfudhah,6,2,2,2,,Alexandria,,Land,Asia,Levant,Arabia,Mecca
4279,Zabid,8,3,3,2,,Gulf of Aden,Natural Harbor,Land,Asia,Levant,Arabia,Tihama al-Yemen
4280,Taiz,10,4,4,2,,Gulf of Aden,,Land,Asia,Levant,Arabia,Lower Yemen
4281,Dhamar,11,4,4,3,,Gulf of Aden,,Land,Asia,Levant,Arabia,Upper Yemen
4282,Sahda,6,2,2,2,,Gulf of Aden,,Land,Asia,Levant,Arabia,Asir
4283,Shihr,6,2,2,2,,Gulf of Aden,Natural Harbor,Land,Asia,Levant,Arabia,Hadramut
4284,Al Ghaydah,3,1,1,1,,Gulf of Aden,,Land,Asia,Levant,Arabia,Mahra
4285,Baraimi,5,2,1,2,,Hormuz,,Land,Asia,Levant,Arabia,Oman
4286,Ash Sharqiyah,5,2,2,1,,Hormuz,,Land,Asia,Levant,Arabia,Muscat
4287,Ibra,6,2,2,2,,Hormuz,,Land,Asia,Levant,Arabia,Oman
4288,Shatt,7,2,2,3,,Basra,,Land,Asia,Levant,Mashriq,Basra
4289,Shushtar,6,2,2,2,,Basra,,Land,Asia,Persia,Persia,Khuzestan
4290,Hoveyzeh,8,3,3,2,,Basra,,Land,Asia,Persia,Persia,Khuzestan
4291,Qazaniya,7,3,3,1,,Basra,,Land,Asia,Levant,Mashriq,Iraq Arabi
4292,Mardin,7,2,2,3,,Aleppo,,Land,Asia,Levant,Mashriq,Al Jazira
4293,Arbil,6,2,2,2,,Basra,,Land,Asia,Persia,Persia,Shahrizor
4294,Sulaimaniyah,6,2,2,2,,Basra,,Land,Asia,Persia,Persia,Shahrizor
4295,Hisn Kayfa,6,2,2,2,,Aleppo,,Land,Asia,Levant,Anatolia,Kurdistan
4296,Bitlis,6,2,2,2,,Aleppo,,Land,Asia,Levant,Anatolia,Kurdistan
4297,Homs,5,2,2,1,,Aleppo,,Land,Asia,Levant,Mashriq,Syria
4298,Ayntab,5,2,2,1,,Aleppo,,Land,Asia,Levant,Mashriq,Aleppo
4299,Shamakhi,6,2,2,2,,Persia,,Land,Asia,Persia,Caucasia,Shirvan
4300,Mianeh,5,2,2,1,,Persia,,Land,Asia,Persia,Persia,Azerbaijan
4301,Kartli,10,4,4,2,,Crimea,,Land,Europe,Persia,Caucasia,Kartli-Kakheti
